#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
94	34.89	32.90	31.72	33.63	33.58	31.83	32.23	30.67	186.0000
95	34.78	32.83	31.67	33.52	33.41	31.73	32.11	30.67	188.0000
96	34.67	32.77	31.63	33.41	33.25	31.63	32.00	30.64	190.0000
97	34.56	32.71	31.58	33.30	33.09	31.53	31.88	30.63	192.0000
98	34.46	32.66	31.54	33.19	32.94	31.44	31.78	30.62	194.0000
99	34.36	32.61	31.50	33.09	32.80	31.36	31.68	30.59	196.0000
100	34.27	32.56	31.47	32.99	32.66	31.29	31.59	30.57	198.0000
101	34.18	32.51	31.44	32.90	32.53	31.21	31.50	30.56	200.0000
102	34.09	32.49	31.44	32.81	32.41	31.28	31.42	30.54	202.0000
103	34.00	32.68	31.72	32.72	32.32	32.05	31.35	30.52	204.0000
104	33.93	33.19	32.38	32.64	32.34	33.33	31.30	30.50	206.0000
105	33.87	33.94	33.31	32.60	32.54	34.79	31.31	30.48	208.0000
106	33.84	34.81	34.38	32.60	32.89	36.26	31.40	30.45	210.0000
107	33.87	35.74	35.52	32.65	33.35	37.66	31.58	30.43	212.0000
108	33.95	36.68	36.65	32.77	33.88	38.97	31.85	30.41	214.0000
109	34.08	37.60	37.76	32.94	34.48	40.21	32.19	30.39	216.0000
110	34.24	38.50	38.82	33.16	35.10	41.33	32.59	30.37	218.0000
111	34.44	39.35	39.83	33.42	35.75	42.39	33.06	30.35	220.0000
112	34.68	40.18	40.79	33.70	36.41	43.36	33.55	30.33	222.0000
113	34.93	40.95	41.69	34.02	37.07	44.27	34.08	30.31	224.0000
114	35.21	41.69	42.52	34.35	37.74	45.13	34.64	30.30	226.0000
115	35.49	42.39	43.31	34.70	38.41	45.93	35.19	30.28	228.0000
116	35.79	43.04	44.05	35.06	39.07	46.69	35.76	30.27	230.0000
117	36.10	43.68	44.75	35.42	39.72	47.40	36.33	30.26	232.0000
118	36.41	44.27	45.40	35.79	40.37	48.09	36.90	30.25	234.0000
119	36.73	44.83	46.01	36.16	41.01	48.74	37.47	30.24	236.0000
120	37.05	45.38	46.59	36.53	41.64	49.36	38.03	30.24	238.0000
121	37.37	45.89	47.12	36.90	42.25	49.96	38.58	30.24	240.0000
122	37.70	46.37	47.64	37.27	42.86	50.53	39.13	30.25	242.0000
123	38.02	46.84	48.13	37.64	43.45	51.07	39.65	30.26	244.0000
124	38.35	47.28	48.59	38.00	44.03	51.60	40.18	30.28	246.0000
125	38.67	47.71	49.03	38.36	44.59	52.11	40.68	30.30	248.0000
126	38.99	48.11	49.44	38.71	45.14	52.60	41.18	30.32	250.0000
127	39.31	48.50	49.84	39.06	45.68	53.07	41.66	30.34	252.0000
